rates,user,A3EBHHCZO6V2A4,item,5555991584,5.0,
rates,user,AZPWAXJG9OJXV,item,5555991584,5.0,
rates,user,A38IRL0X2T4DPF,item,5555991584,5.0,
rates,user,A22IK3I6U76GX0,item,5555991584,5.0,
rates,user,A1AISPOIIHTHXX,item,5555991584,4.0,
rates,user,A2P49WD75WHAG5,item,5555991584,5.0,
rates,user,A3O90G1D7I5EGG,item,5555991584,3.0,
rates,user,A3EJYJC25OJVKK,item,5555991584,5.0,
rates,user,A1DA8VOH9NR6C7,item,5555991584,5.0,
rates,user,A33TRNCQK4IUO7,item,5555991584,5.0,
rates,user,AWY3EPKEOUV1W,item,5555991584,5.0,
rates,user,A1SCJWCMQ3W3KK,item,5555991584,4.0,
rates,user,A14BTJRH9VNLJJ,item,5555991584,5.0,
rates,user,A2AOZQ3WTNVVOK,item,5555991584,5.0,
rates,user,A1BXA3SM3AJOKL,item,5555991584,4.0,
rates,user,A3CCYAQRHUTPIQ,item,5555991584,5.0,
rates,user,AHUT55E980RDR,item,5555991584,5.0,
rates,user,A24N1BAS3CU27H,item,5555991584,5.0,
rates,user,A19YHEBK099R7U,item,5555991584,4.0,
rates,user,A16KCH578FG4B4,item,5555991584,5.0,
rates,user,A3UBAZKS727Z0E,item,5555991584,5.0,
rates,user,A23H9KY3Q1YJ2N,item,5555991584,5.0,
rates,user,AYZCMVSSL4X4B,item,5555991584,5.0,
rates,user,A1LQ1A8DNOTUKV,item,B0000000ZW,4.0,
rates,user,A1W3ZAKFIDGM13,item,B0000000ZW,5.0,
rates,user,A200C7YQJ45LRR,item,B0000000ZW,4.0,
rates,user,A3RNC9BGR4J1ZF,item,B0000000ZW,5.0,
rates,user,A268MFPSNVICJS,item,B0000000ZW,5.0,
rates,user,A1L8IB1K8ETJW9,item,B0000000ZW,3.0,
rates,user,ARFL4OAG9CI1H,item,B0000000ZW,5.0,
rates,user,A1X93ES4DITTWK,item,B0000000ZW,1.0,
rates,user,A1JXEJFPV9EUVS,item,B0000000ZW,3.0,
rates,user,A141XAG09QATRB,item,B0000000ZW,5.0,
rates,user,A3QZA3MXC75V4E,item,B0000000ZW,3.0,
rates,user,A28N19JIB5161D,item,B0000000ZW,5.0,
rates,user,A3BLMCU4V5J2DX,item,B0000000ZW,5.0,
rates,user,AAQMHLS8BN9YJ,item,B0000000ZW,4.0,
rates,user,AE9GUE3HHOX3U,item,B0000000ZW,5.0,
rates,user,A4BPK6TYITJS,item,B00000016T,5.0,
rates,user,A31KXTOQNTWUVM,item,B00000016T,5.0,
rates,user,A2EENLV6OQ3DYM,item,B00000016T,5.0,
rates,user,AEUY86R8JQZWC,item,B00000016T,5.0,
rates,user,A3QEW0HMXQRWT9,item,B00000016T,5.0,
rates,user,A1O8U0FEBTGRJP,item,B00000016T,5.0,
rates,user,APOGXH3A74CM3,item,B00000016T,5.0,
rates,user,A1BW7LM8PQ7LO4,item,B00000016T,5.0,
rates,user,A250BI36M1IR26,item,B00000016T,5.0,
rates,user,AEFRJ6ZBKGZV2,item,B00000016T,5.0,
rates,user,A1M1PPER44S9AI,item,B00000016T,4.0,
rates,user,A8MWQY1R5YE3M,item,B00000016T,5.0,
rates,user,A10I9Y44HCRPG,item,B00000016T,2.0,
rates,user,APTL3KI55TM8T,item,B00000016T,5.0,
rates,user,A3T9IX8EDFDX4G,item,B00000016T,5.0,
rates,user,A38NQGQW63IQJJ,item,B00000016T,5.0,
rates,user,A14BTJRH9VNLJJ,item,B00000016T,5.0,
rates,user,ASSCA9IS0GWF5,item,B00000016T,5.0,
rates,user,A2AOZQ3WTNVVOK,item,B00000016T,5.0,
rates,user,A275DIY2RW2YQS,item,B00000016T,5.0,
rates,user,A4VVYYB68NL4Z,item,B00000016T,4.0,
rates,user,APN6DO7VHDLTN,item,B00000016T,5.0,
rates,user,A31I5XTQ5BAR9F,item,B00000016T,5.0,
rates,user,A1Z3DUZZ8IUFVY,item,B00000016T,5.0,
rates,user,A1RJD10TTI568L,item,B00000016T,4.0,
rates,user,A2TX79GR278JMA,item,B00000016T,5.0,
rates,user,A1U2T71CDVKFRH,item,B00000016T,5.0,
rates,user,A1LDAIGOQ6N4DW,item,B00000016T,5.0,
rates,user,A1BJJVV2B5VLUQ,item,B00000016T,5.0,
rates,user,AW3FTPCBPVQNB,item,B00000016T,5.0,
rates,user,A2TSHD7SWDGS58,item,B00000016T,5.0,
rates,user,A5KJVGJ43ZDC9,item,B00000016T,5.0,
rates,user,A1USDS1D8MZJUA,item,B00000016T,5.0,
rates,user,A1FFPPPIOSI36M,item,B00000016T,4.0,
rates,user,A22N03OBDDVSEB,item,B00000016T,5.0,
rates,user,A2SF8H9HGK194L,item,B00000016T,5.0,
rates,user,A1XVYE0A34BDKR,item,B00000016T,5.0,
rates,user,A23Q1T4MXZHFM7,item,B00000016T,5.0,
rates,user,A1OML05BTJBEKS,item,B00000016T,5.0,
rates,user,AKGOX5Y1EWDQV,item,B00000016T,5.0,
rates,user,A3464G00K8ZYD1,item,B00000016T,5.0,
rates,user,A3KJ6JAZPH382D,item,B00000016T,5.0,
rates,user,A23LCEFE2BWE5F,item,B00000016T,5.0,
rates,user,A3SFN7ECK78CEV,item,B00000016T,5.0,
rates,user,AFEN54UGJQOK9,item,B00000016T,5.0,
rates,user,A4UKBG3M5U5TI,item,B00000016T,5.0,
rates,user,A29ZFGK1WJZ873,item,B00000016T,5.0,
rates,user,A1C0C9IJO2HS03,item,B00000016W,5.0,
rates,user,A22N9H8V0RYQR3,item,B00000016W,1.0,
rates,user,A1E110L9ZKX6FD,item,B00000016W,5.0,
rates,user,A3HU0B9XUEVHIM,item,B00000016W,5.0,
rates,user,A252HNVAZENVNE,item,B00000016W,5.0,
rates,user,A1IKOYZVFHO1XP,item,B00000016W,5.0,
rates,user,A3A3M74WE0YYPS,item,B00000016W,5.0,
rates,user,A1Q02WFA087CTF,item,B00000016W,5.0,
rates,user,A1534MBU6VJXYN,item,B00000016W,5.0,
rates,user,A33L1SEOXFGL44,item,B00000016W,1.0,
rates,user,AH1KJ45IQTM4T,item,B00000016W,1.0,
rates,user,A31HTN51QNSQ3F,item,B00000016W,5.0,
rates,user,A1V1H3JX5VAMCS,item,B00000016W,5.0,
